Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Kyrgyz Republic,KGZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,950.212238036517,1028.44782204921,919.698432427047,915.567784137842,850.455886243143,..,..,..
Lao PDR,LAO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6842.81433682642,7071.39172411468,7306.45349691651,7196.3037403025,7561.03632986574,..,..,..
Latin America & Caribbean,LCN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6969.40621206229,6932.77526792453,6953.35420358353,6442.36211417597,6659.69206106964,..,..,..
Latin America & Caribbean (excluding high income),LAC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6604.38365137488,6556.51791071859,6558.17531773764,6083.57313112355,6277.70506614423,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6892.92973575294,6853.25717600604,6873.05657974248,6370.0392360588,6581.89818879646,..,..,..
Latvia,LVA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,11816.8869293895,12439.1043975587,12896.730200604,12762.2711219087,13539.0709619355,..,..,..
Least developed countries: UN classification,LDC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,897.026077296298,950.309539398143,1018.39526729286,1013.81522544584,1028.69926013388,..,..,..
Lebanon,LBN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,7090.89864063498,6955.723249279,6667.22767776873,5041.00645958575,4212.61511337392,..,..,..
Lesotho,LSO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,954.938812347098,975.384592766755,1000.22982431939,980.41709295546,960.769355446082,..,..,..
Liberia,LBR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Libya,LBY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6202.21634280327,6265.70637859698,5106.13984662477,5684.44060907532,7383.30761299955,..,..,..
Liechtenstein,LIE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Lithuania,LTU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,13300.9266192069,13877.716427204,14631.1081445291,14730.9699425423,15051.3643278258,..,..,..
Low & middle income,LMY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3643.86515328427,3714.20213933232,3801.80326822444,3681.82392431209,3870.27983654967,..,..,..
Low income,LIC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Lower middle income,LMC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1782.68379942601,1861.050458895,1910.27924402254,1808.36555695938,1902.1224109207,..,..,..
Luxembourg,LUX,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,62997.7898846218,62401.9658322564,57620.2634739404,59302.2568338309,65458.1506441114,..,..,..
"Macao SAR, China",MAC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Madagascar,MDG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,373.058249344385,396.557810183751,392.454470508269,362.984819189419,375.594075013007,..,..,..
Malawi,MWI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Malaysia,MYS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,7419.79477088873,7467.78268150077,7863.87155221441,7471.26374674643,7437.75634679758,..,..,..
Maldives,MDV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,7387.56699094825,7389.97273620172,7631.91690975285,4908.72251175751,5959.72164082813,..,..,..
Mali,MLI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,642.696420052043,652.726964373487,666.474970165352,669.994534546912,601.75794860413,..,..,..
Malta,MLT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Mauritania,MRT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1500.66555522552,1718.05491286862,1825.43943070723,1906.02539807872,1819.82068637743,..,..,..
Mauritius,MUS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Mexico,MEX,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,7834.59760037639,7854.96599072118,7904.16548226957,6943.57565657084,7064.06614366441,..,..,..
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4419.58245348159,4395.48941718527,4377.7446096665,4079.33134636213,..,..,..,..
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2502.83856400256,2372.58141947882,2364.49609671541,2315.46478098858,2453.12682784272,..,..,..
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2497.0729488571,2367.24087342143,2359.29208061054,2310.48645329655,2447.98114820669,..,..,..
Middle income,MIC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3917.22954566625,3996.80556237217,4097.43264178895,3974.02898613007,4186.45571836287,..,..,..
Moldova,MDA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2994.48700392245,3123.82862948758,3319.21041813277,3104.35281551806,3422.59577051621,..,..,..
Monaco,MCO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Mongolia,MNG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2825.34244668715,3188.89923635532,3478.21037087533,3363.43843670365,3006.31772823226,..,..,..
Montenegro,MNE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6502.8105023123,6783.14739039223,7113.24555656153,6037.7235173247,6907.86212367238,..,..,..
Morocco,MAR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2883.00268554688,2936.06005859375,3010.27661132813,2794.68237304688,2964.69775390625,..,..,..
Mozambique,MOZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,487.71591958012,495.971014981951,461.798048893345,434.893552638001,430.980718314114,..,..,..
Myanmar,MMR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Namibia,NAM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4089.58161298633,3963.46114056955,3885.8102915097,3495.41105047979,3339.48331026829,..,..,..
Nauru,NRU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Nepal,NPL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,946.917922225917,1009.6959575849,1077.14967056693,991.225427485319,1046.45797535921,..,..,..
Netherlands,NLD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,38504.6867274999,39457.1280753332,39404.5605722463,36496.9951859705,38229.934076276,..,..,..
New Caledonia,NCL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
New Zealand,NZL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,33570.0830216148,33619.5346370755,34782.5252161898,33978.5514033835,34749.4710671632,..,..,..
Nicaragua,NIC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1932.77304654038,1796.81144943427,1751.37020475856,1682.80053643797,1684.8773387545,..,..,..
Niger,NER,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,499.317254483956,530.947282836679,537.891051278538,490.997697093918,505.043727403567,..,..,..
Nigeria,NGA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
North America,NAC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,48437.9293998141,49534.9138433645,50378.9825967631,48044.9908125007,50703.1426971767,..,..,..
North Macedonia,MKD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4554.78615505814,4722.2422618712,4912.59434905588,4820.21712219678,4938.45366799718,..,..,..
Northern Mariana Islands,MNP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Norway,NOR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,60757.5872105649,62258.0232759421,59835.2616177808,55006.2061814729,63306.2556735116,..,..,..
Not classified,INX,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
OECD members,OED,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,30593.807612309,31024.4965124195,31375.624716483,29600.7069728604,31021.2846256892,..,..,..
Oman,OMN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,12210.1909305679,13321.1617824938,12939.13593417,12699.0452328145,12327.3071914765,..,..,..
Other small states,OSS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,8988.64719888747,9130.10637971429,9498.45884247551,8617.63967136694,8900.01380590577,..,..,..
Pacific island small states,PSS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Pakistan,PAK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1422.81207661343,1480.85631504496,1496.26276492345,1464.30873890982,1549.93375807859,..,..,..
Palau,PLW,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Panama,PAN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,12646.5176648682,12439.3884790141,12099.7069164353,10757.8454611474,10595.3351939475,..,..,..
Papua New Guinea,PNG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Paraguay,PRY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,5627.4650744944,5682.92366987014,5579.1303521251,5463.03280124631,5759.94772269711,..,..,..
Peru,PER,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,5464.72004730534,5525.16538061533,5753.71550700188,5124.24675490679,5229.58458015105,..,..,..
Philippines,PHL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3264.66032825631,3375.25041544939,3466.56527069272,3045.15819349489,2951.4001671731,..,..,..
Poland,POL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,11465.3120563555,12112.2708077431,12757.7139509451,12809.6265960839,13654.3469716968,..,..,..
Portugal,PRT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,16443.2471942099,16806.7871419523,17250.7284511379,15683.3182416545,16322.2996811394,..,..,..
Post-demographic dividend,PST,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,35096.4563530877,35656.6886373662,36103.2253832768,34159.0637060998,35879.1118640067,..,..,..
Pre-demographic dividend,PRE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Puerto Rico (US),PRI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Qatar,QAT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Romania,ROU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,8165.39018018224,8705.38462906664,9259.75647104077,9271.22724081577,9694.90823832005,..,..,..
Russian Federation,RUS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,7311.3876953125,7705.95947265625,7723.19775390625,7483.1943359375,7309.92333984375,..,..,..
Rwanda,RWA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,616.577571496398,652.763193652154,702.301213774414,662.600083787073,718.733394508136,..,..,..
Samoa,WSM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3942.41713198956,3894.13315267441,4040.25315980958,3809.05727177092,3615.91596268494,..,..,..
San Marino,SMR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,17787.4946689814,19838.3790208496,20008.7345699837,16915.7298341606,..,..,..,..
Senegal,SEN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1175.59597486903,1195.38006972674,1211.96470652956,1210.50135255362,1241.64837396364,..,..,..
Serbia,SRB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4762.10866973606,5049.08066945549,5255.09276224497,5441.46463499529,5805.70304970557,..,..,..
Seychelles,SYC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,13515.1922336152,13975.089017038,14619.8146215939,13049.458748402,13911.7692105885,..,..,..
Sierra Leone,SLE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,621.753941948083,600.624042712731,645.43818911157,598.503210957951,562.9268555965,..,..,..
Singapore,SGP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,47386.5222814449,46609.4114108148,45119.2264352598,40843.7227154439,48060.9990991273,..,..,..
Sint Maarten (Dutch part),SXM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,13775.0880657859,14309.538685071,14487.7170223655,14021.0401436214,14390.0043650796,..,..,..
Slovenia,SVN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,17786.5805170108,18697.918096387,19339.1462420635,18376.4981058059,19634.8145674351,..,..,..
Small states,SST,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1842.88664339748,1976.95377177689,1967.69655069392,1802.13193990116,1698.29738678791,..,..,..
South Africa,ZAF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,5079.84425864932,5030.08026752036,5008.93609299104,4702.60826768734,4947.25609049693,..,..,..
South Asia,SAS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1577.80228089503,1655.80522270447,1700.50436348316,1588.13934113319,1729.5479061202,..,..,..
South Asia (IDA & IBRD),TSA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1577.80228089503,1655.80522270447,1700.50436348316,1588.13934113319,1729.5479061202,..,..,..
South Sudan,SSD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Spain,ESP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,23069.5766073961,23513.1691980739,23809.4092691807,20618.6200484019,21790.7273419025,..,..,..
Sri Lanka,LKA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4031.9442656321,4066.87447571206,4010.78171191881,3864.97410442211,3890.3790177573,..,..,..
St. Kitts and Nevis,KNA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
St. Lucia,LCA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Sudan,SDN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Suriname,SUR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Sweden,SWE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,44467.766078117,44482.5169578633,45574.3510514851,44348.8439597087,46079.3680149999,..,..,..
Switzerland,CHE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,63688.9938316475,62877.8842125054,63360.2276619584,59464.1080662167,63884.7341997849,..,..,..
Syrian Arab Republic,SYR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Tajikistan,TJK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1159.36631635505,1143.41151781745,1159.10193172844,1155.80310253425,1152.25415886658,..,..,..
Tanzania,TZA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,858.932250976563,881.684265136719,901.88232421875,891.093627929688,899.41943359375,..,..,..
Thailand,THA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Timor-Leste,TLS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1247.2286047441,1018.0377967659,1353.33304554876,1167.72059434278,393.879790459374,..,..,..
Togo,TGO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,676.854336055152,721.003755408341,757.412415397753,734.506637519144,735.376825354262,..,..,..
Tonga,TON,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4492.25375170561,4491.41888289246,4889.09544840077,4929.09488065879,4552.412642403,..,..,..
Trinidad and Tobago,TTO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Tunisia,TUN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3393.66868484137,3522.52980569459,3572.04822147165,3159.59216126303,3298.7260885395,..,..,..
Turkiye,TUR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Turkmenistan,TKM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Tuvalu,TUV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Uganda,UGA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,685.731575797446,718.89013380142,733.513875668307,723.40888523408,721.234118797491,..,..,..
Ukraine,UKR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2072.86694335938,2155.53369140625,2250.87646484375,2295.10375976563,2445.87524414063,..,..,..
United Arab Emirates,ARE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,39794.6469243835,40415.4874876145,40195.3267513457,34039.557811495,..,..,..,..
United Kingdom,GBR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,38801.2980903298,38933.1644477905,..,..,..,..,..,..
United States,USA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,49760.7317886784,50956.76454149,51893.7784889558,49660.3654811928,52310.6729276999,..,..,..
Upper middle income,UMC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6145.9633492472,6245.75313199531,6417.62960460808,6287.11212228184,6647.90684871883,..,..,..
Uruguay,URY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,16007.9716571488,15835.7094225695,16102.8735814774,14974.2213324255,15463.9029539068,..,..,..
Uzbekistan,UZB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Vanuatu,VUT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2760.48122815757,3109.6508660625,3272.11306944691,2852.58463853995,2691.49943758796,..,..,..
"Venezuela, RB",VEN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Viet Nam,VNM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2382.14330834452,2586.25553896024,2752.96290734616,2838.58877857212,2830.62677190364,..,..,..
Virgin Islands (U.S.),VIR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
World,WLD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,8613.09750018511,8740.36289544894,8848.13681830344,8397.3932563062,8771.24496019295,..,..,..
"Yemen, Rep.",YEM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Zambia,ZMB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,386.315861753799,1156.29718891435,892.610998809492,747.168175176768,1020.6335942504,..,..,..
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,
